Date,Name,Nationality,Cause of death,"Lat, Lon",Rank
4/5/1970,Kunga Norbu,Nepal,Avalanche,"27.9882° N, 86.9254° E",1
4/5/1970,Nima Dorje,Nepal,Avalanche,"27.9882° N, 86.9254° E",1
10/18/1969,Phu Dorjee Sherpa,Nepal,Fall into crevasse,"27.9882° N, 86.9254° E",1
5/1/1966,Ma Gao-shu,China,Fall,"27.9882° N, 86.9254° E",1
3/23/1963,Jake Breitenbach,United States,Crushed under serac,"27.9882° N, 86.9254° E",1
4/28/1962,Nawang Tshering,Nepal,Disappeared,"27.9882° N, 86.9254° E",1
4/29/1960,Shao Shi-Ching,China,Disappeared,"27.9882° N, 86.9254° E",1
4/11/1960,Wang Ji,China,Altitude sickness,"27.9882° N, 86.9254° E",1
10/31/1952,Dorje Mingma,Nepal,Falling ice,"27.9882° N, 86.9254° E",1
5/31/1934,Maurice Wilson,United Kingdom,Exhaustion,"27.9882° N, 86.9254° E",1
6/9/1924,George Mallory,United Kingdom,Fall,"27.9882° N, 86.9254° E",1
6/9/1924,Andrew Irvine,United Kingdom,Disappeared,"27.9882° N, 86.9254° E",1
5/17/1924,Lance-Naik Shamsherpun,Nepal,Brain hemorrhage,"27.9882° N, 86.9254° E",1
5/13/1924,Man Bahadur,Nepal,Pneumonia,"27.9882° N, 86.9254° E",1
6/7/1922,Temba,Nepal,Avalanche,"27.9882° N, 86.9254° E",1
6/7/1922,Sange,Nepal,Avalanche,"27.9882° N, 86.9254° E",1
6/7/1922,Pema,Nepal,Avalanche,"27.9882° N, 86.9254° E",1
6/7/1922,Pasang,Nepal,Avalanche,"27.9882° N, 86.9254° E",1
6/7/1922,Norbu,Nepal,Avalanche,"27.9882° N, 86.9254° E",1
6/7/1922,Lhakpa,Nepal,Avalanche,"27.9882° N, 86.9254° E",1
6/7/1922,Dorge,Nepal,Avalanche,"27.9882° N, 86.9254° E",1
